date,n_stocks,n_days,pc1,pc1_5,lambda_max,mp_upper,n_signif,eff_rank
2009-12-31,100,253,0.4616134492818723,0.5981833950007197,46.16134492818722,2.65264614391991,3,4.512632992478532
2010-01-29,100,253,0.449913832032509,0.5893744971183225,44.99138320325091,2.65264614391991,4,4.734148416005452
2010-02-26,100,253,0.4383761897179979,0.5829342909952255,43.837618971799785,2.65264614391991,4,4.9629692816922475
2010-03-31,100,253,0.3747445509662204,0.520869394526074,37.47445509662205,2.65264614391991,4,6.627610523224107
2010-04-30,100,253,0.3785716270439152,0.5179616620055514,37.85716270439152,2.65264614391991,4,6.5367685888209
2010-05-31,100,252,0.4226495645897325,0.5431674385922052,42.26495645897325,2.656706973522821,3,5.366097611427453
2010-06-30,100,253,0.4460987318047787,0.5544872262530002,44.60987318047787,2.65264614391991,2,4.859018068636356
2010-07-30,100,253,0.4652076037382732,0.5675711295239578,46.52076037382734,2.65264614391991,2,4.491642004466317
2010-08-31,100,253,0.4758009467664324,0.5722333306354487,47.5800946766432,2.65264614391991,2,4.307793060573298
2010-09-30,100,253,0.4912017901887979,0.5849800080184464,49.12017901887979,2.65264614391991,2,4.053468285706923
2010-10-29,100,253,0.4988195270383379,0.5922138023791785,49.88195270383382,2.65264614391991,2,3.9359772169726814
2010-11-30,100,253,0.4865904196821339,0.5839013980155726,48.65904196821337,2.65264614391991,2,4.126666665567766
2010-12-31,100,253,0.5012435096914013,0.5981846378922713,50.12435096914009,2.65264614391991,2,3.8972225988622937
2011-01-31,100,253,0.4990759814210224,0.5983950616103226,49.90759814210223,2.65264614391991,2,3.9298834467267545
2011-02-28,100,253,0.4807131178032516,0.5852122998935229,48.07131178032515,2.65264614391991,3,4.220435071676258
2011-03-31,100,254,0.49743659601501,0.5986235196714718,49.743659601501015,2.6486123976778924,3,3.953439082570706
2011-04-29,100,254,0.4950450864397666,0.5946822970568321,49.504508643976656,2.6486123976778924,3,3.991288238489165
2011-05-31,100,253,0.44456618704322,0.5584897142784279,44.45661870432202,2.65264614391991,3,4.889957757681988
2011-06-30,100,254,0.4218175502331208,0.5436905105604444,42.181755023312064,2.6486123976778924,3,5.388237004572334
2011-07-29,100,254,0.4023587044581536,0.5299071535027592,40.23587044581535,2.6486123976778924,3,5.875974858390838
2011-08-31,100,254,0.5203470429697261,0.6266043729729696,52.034704296972585,2.6486123976778924,3,3.618375981549581
2011-09-30,100,254,0.5412453965973043,0.6410414360882648,54.12453965973045,2.6486123976778924,3,3.356407732605505
2011-10-31,100,253,0.5635902484926346,0.6668845677628258,56.35902484926346,2.65264614391991,2,3.0993153978048467
2011-11-30,100,254,0.5901236872096295,0.6851773463259662,59.012368720962975,2.6486123976778924,2,2.835906001035775
2011-12-30,100,254,0.5978203244969131,0.6918917066733765,59.78203244969129,2.6486123976778924,2,2.7648826087975764
2012-01-31,100,253,0.5993154265742094,0.6931533652001086,59.931542657420955,2.65264614391991,2,2.751624020328219
2012-02-29,100,254,0.6066853981595962,0.6993285397697554,60.66853981595963,2.6486123976778924,2,2.686855488270497
2012-03-30,100,254,0.6093832247341306,0.7011438591257235,60.93832247341303,2.6486123976778924,2,2.663667522902189
2012-04-30,100,252,0.6097199848454053,0.7009635345459707,60.971998484540514,2.656706973522821,2,2.660565612785078
2012-05-31,100,254,0.6095431837537779,0.7008907930787172,60.95431837537777,2.6486123976778924,2,2.6619607659065014
2012-06-29,100,254,0.6092342119713501,0.7003114515476939,60.92342119713501,2.6486123976778924,2,2.6650299750452
2012-07-31,100,253,0.6028359761399734,0.6937528023411985,60.28359761399733,2.65264614391991,2,2.720574932118044
2012-08-31,100,254,0.5179818974164453,0.6198915800739003,51.79818974164454,2.6486123976778924,2,3.651471175523244
2012-09-28,100,254,0.4966408361432241,0.6042266324633455,49.664083614322394,2.6486123976778924,2,3.954309226712487
2012-10-31,100,252,0.4653882340254164,0.5737654719348613,46.538823402541645,2.656706973522821,2,4.481195154426744
2012-11-30,100,252,0.4115970737812776,0.527795991556773,41.15970737812776,2.656706973522821,3,5.646027152135696
2012-12-31,100,250,0.3819299119239446,0.4997050302614254,38.19299119239446,2.6649110640673523,3,6.488980297448528
2013-01-31,100,252,0.3899982881754211,0.5031767203903325,38.99982881754211,2.656706973522821,3,6.254276373429144
2013-02-28,100,252,0.4020652901960887,0.5110584526362917,40.20652901960887,2.656706973522821,3,5.9140144318431735
2013-03-29,100,250,0.3984598755009219,0.5114774218581107,39.8459875500922,2.6649110640673523,3,6.008766018505485
